,gym_id,pokemon_uid,last_scanned,deployment_time,cp_decayed
0,33fc9aa44c844314a85d60df2a1194d8.16,736138088574016627,2018-02-21 04:32:56,2018-02-21 04:21:14,2339
1,33fc9aa44c844314a85d60df2a1194d8.16,2587561328168165034,2018-02-21 04:32:56,2018-02-21 04:21:03,3161
2,33fc9aa44c844314a85d60df2a1194d8.16,8500165661247676086,2018-02-21 04:32:56,2018-02-21 04:21:02,2827
3,33fc9aa44c844314a85d60df2a1194d8.16,4696585075928793102,2018-02-21 04:32:56,2018-02-21 00:13:34,3610
4,33fc9aa44c844314a85d60df2a1194d8.16,5706499208312643053,2018-02-21 04:32:56,2018-02-20 22:25:44,2669
5,33fc9aa44c844314a85d60df2a1194d8.16,5322522399565497918,2018-02-21 04:32:56,2018-02-20 09:03:23,968
6,eef58c8b131e4e0b842611a1850e63dc.16,11387516250996232088,2018-02-21 05:30:10,2018-02-20 10:59:49,737
7,eef58c8b131e4e0b842611a1850e63dc.16,4170197431365336518,2018-02-21 05:30:10,2018-02-20 10:58:40,876
8,eef58c8b131e4e0b842611a1850e63dc.16,11348130256476146221,2018-02-21 05:30:10,2018-02-19 22:05:31,25
9,eef58c8b131e4e0b842611a1850e63dc.16,17038082653645994082,2018-02-21 05:30:10,2018-02-19 22:02:11,45
10,eef58c8b131e4e0b842611a1850e63dc.16,16448448306243748707,2018-02-21 05:30:10,2018-02-19 21:27:04,756
11,eef58c8b131e4e0b842611a1850e63dc.16,254849204195267124,2018-02-21 05:30:10,2018-02-19 21:26:43,811
12,40ac99e1bc6a420dbaf6722b2608dba5.16,16832629072282177934,2018-02-21 07:56:34,2018-02-21 07:52:16,702
13,828db0e5a523405987aa8d6c4c247e0d.16,15585776384061292729,2018-02-21 08:06:29,2018-02-21 00:24:16,623
14,e50a42dcb9084addbdcb9a50b2fdad09.16,17832237110090071152,2018-02-21 08:24:10,2018-02-20 15:08:22,477
15,e50a42dcb9084addbdcb9a50b2fdad09.16,9699142379512631689,2018-02-21 08:24:10,2018-02-20 10:56:31,578
16,e50a42dcb9084addbdcb9a50b2fdad09.16,257207466650699414,2018-02-21 08:24:10,2018-02-20 10:55:43,800
17,e50a42dcb9084addbdcb9a50b2fdad09.16,13681782272171725482,2018-02-21 08:24:10,2018-02-19 21:23:44,638
18,e50a42dcb9084addbdcb9a50b2fdad09.16,6404814912463324756,2018-02-21 08:24:10,2018-02-19 21:23:15,641
19,1082da773a3f4d30b5de4ded03d55422.16,11159550501360245476,2018-02-21 08:27:08,2018-02-21 05:09:32,2811
20,1082da773a3f4d30b5de4ded03d55422.16,2832666821740010290,2018-02-21 08:27:08,2018-02-21 01:22:23,1944
21,1082da773a3f4d30b5de4ded03d55422.16,14897829619022591945,2018-02-21 08:27:08,2018-02-21 01:16:35,1662
22,1082da773a3f4d30b5de4ded03d55422.16,8903258106641012820,2018-02-21 08:27:08,2018-02-20 22:33:31,1560
23,1082da773a3f4d30b5de4ded03d55422.16,16334656649685640701,2018-02-21 08:27:08,2018-02-20 21:52:53,1968
24,255644e5b50a42eca13c77250436029f.16,16884462424561016798,2018-02-21 08:29:18,2018-02-20 22:59:43,588
25,8c2b38834cab46829b30c374a653eddc.16,1364712572781325748,2018-02-21 08:30:24,2018-02-21 06:08:07,1665
26,241618fc3fd847eab588c938b9b03f25.16,10149928270117180699,2018-02-21 09:09:45,2018-02-19 05:23:13,1154
27,241618fc3fd847eab588c938b9b03f25.16,7334888142298813572,2018-02-21 09:09:45,2018-02-19 05:21:44,659
28,241618fc3fd847eab588c938b9b03f25.16,13629657083860886088,2018-02-21 09:09:45,2018-02-19 03:17:50,571
29,241618fc3fd847eab588c938b9b03f25.16,5339519900789061515,2018-02-21 09:09:45,2018-02-19 03:12:35,866
30,241618fc3fd847eab588c938b9b03f25.16,18188310893132105145,2018-02-21 09:09:45,2018-02-19 00:34:41,1010
31,241618fc3fd847eab588c938b9b03f25.16,14435612697664970218,2018-02-21 09:09:45,2018-02-19 00:31:26,712
32,0471fd54e26349cbb805a9e7ff4772b8.16,11769514370428198557,2018-02-21 09:27:31,2018-02-21 08:21:00,1884
33,0471fd54e26349cbb805a9e7ff4772b8.16,4464430784612294731,2018-02-21 09:27:31,2018-02-21 08:20:40,1222
34,38f2d91409bd4d01a2eb458673dcefe9.16,11130930491787069036,2018-02-21 09:29:25,2018-02-21 03:27:58,1111
35,38f2d91409bd4d01a2eb458673dcefe9.16,12611301220023030586,2018-02-21 09:29:25,2018-02-21 03:01:06,763
36,38f2d91409bd4d01a2eb458673dcefe9.16,14353217133287288155,2018-02-21 09:29:25,2018-02-21 00:48:31,718
37,2339f669b7b14ea9800b9df89eb46694.16,17990405919574562285,2018-02-21 09:30:35,2018-02-21 04:35:27,1191
38,2339f669b7b14ea9800b9df89eb46694.16,3478202512100025569,2018-02-21 09:30:35,2018-02-21 04:35:06,1023
39,2339f669b7b14ea9800b9df89eb46694.16,4551830737194356055,2018-02-21 09:30:35,2018-02-21 04:35:02,1068
40,2339f669b7b14ea9800b9df89eb46694.16,12732075534202494728,2018-02-21 09:30:35,2018-02-21 03:22:07,1068
41,2339f669b7b14ea9800b9df89eb46694.16,3185246924978983908,2018-02-21 09:30:35,2018-02-21 01:15:03,1104
42,2339f669b7b14ea9800b9df89eb46694.16,3352497661613335446,2018-02-21 09:30:35,2018-02-21 01:14:56,645
43,2c36739bd6be4effb2d28dcf1da246cc.16,12305884816446772228,2018-02-21 09:36:17,2018-02-21 03:27:40,617
44,2c36739bd6be4effb2d28dcf1da246cc.16,877277663478053326,2018-02-21 09:36:17,2018-02-21 00:52:02,9
45,2c36739bd6be4effb2d28dcf1da246cc.16,4324521441499993214,2018-02-21 09:36:17,2018-02-21 00:33:26,842
46,2c36739bd6be4effb2d28dcf1da246cc.16,10331108298493522824,2018-02-21 09:36:17,2018-02-21 00:13:05,1000
47,2c36739bd6be4effb2d28dcf1da246cc.16,12562905557164292360,2018-02-21 09:36:17,2018-02-20 23:15:25,866
48,72985951ba674deba9326ab9eda56760.16,5922389799120921136,2018-02-21 09:41:35,2018-02-21 09:39:38,1527
49,0c6793e0753d4a91b4c5b5918d8a743f.11,9686465067843501283,2018-02-21 10:08:24,2018-02-21 03:14:13,3022
50,0c6793e0753d4a91b4c5b5918d8a743f.11,2493441331896439469,2018-02-21 10:08:24,2018-02-21 03:13:12,2826
51,a418d8928bc942658c287c47a125adcf.16,5202527321934148019,2018-02-21 10:15:59,2018-02-20 23:20:19,570
52,a418d8928bc942658c287c47a125adcf.16,15169336596340386938,2018-02-21 10:15:59,2018-02-20 19:07:51,810
53,a418d8928bc942658c287c47a125adcf.16,10403193068452619074,2018-02-21 10:15:59,2018-02-20 12:18:48,598
54,a418d8928bc942658c287c47a125adcf.16,15907984216666363221,2018-02-21 10:15:59,2018-02-20 09:44:34,665
