gym_id,pokemon_uid,last_scanned,deployment_time,cp_decayed
d32a4483829c46bfabe6c32e6993f3ae.16,4292471170211724339,"2018-02-20 17:30:16","2018-02-20 17:28:06",3196
d32a4483829c46bfabe6c32e6993f3ae.16,8913424781452152089,"2018-02-20 17:30:16","2018-02-20 12:16:51",1408
d32a4483829c46bfabe6c32e6993f3ae.16,8532302645118723936,"2018-02-20 17:30:16","2018-02-20 11:15:37",1317
d32a4483829c46bfabe6c32e6993f3ae.16,9751791236507632723,"2018-02-20 17:30:16","2018-02-19 22:14:16",1547
d32a4483829c46bfabe6c32e6993f3ae.16,15671853231750803982,"2018-02-20 17:30:16","2018-02-19 22:13:54",1561
a95b698c72ec494e86b2cb8ebdcbf0c5.16,647194372935936240,"2018-02-20 17:39:23","2018-02-20 17:38:32",2310
1082da773a3f4d30b5de4ded03d55422.16,8207450819816328841,"2018-02-20 17:40:03","2018-02-20 11:24:54",818
52ac1cf211b24288addcde1a5f60897c.16,14896679777211688735,"2018-02-20 17:40:11","2018-02-20 17:38:43",1068
52ac1cf211b24288addcde1a5f60897c.16,17825351071344304885,"2018-02-20 17:40:11","2018-02-20 16:28:26",156
52ac1cf211b24288addcde1a5f60897c.16,3753663929102618846,"2018-02-20 17:40:11","2018-02-20 16:24:30",3206
52ac1cf211b24288addcde1a5f60897c.16,14880239158572389113,"2018-02-20 17:40:11","2018-02-20 16:02:13",3091
52ac1cf211b24288addcde1a5f60897c.16,5121326281676418659,"2018-02-20 17:40:11","2018-02-20 16:01:40",1859
52ac1cf211b24288addcde1a5f60897c.16,4095929062808468180,"2018-02-20 17:40:11","2018-02-20 15:08:07",2291
d7c4c6813ad5494d823bba29bc3bae80.16,278257459558036986,"2018-02-20 17:42:37","2018-02-20 14:49:44",1794
d7c4c6813ad5494d823bba29bc3bae80.16,7964920833886290538,"2018-02-20 17:42:37","2018-02-20 04:02:53",1118
d7c4c6813ad5494d823bba29bc3bae80.16,10813809774048564626,"2018-02-20 17:42:37","2018-02-20 03:27:38",848
d7c4c6813ad5494d823bba29bc3bae80.16,1782856235177915933,"2018-02-20 17:42:37","2018-02-19 23:31:27",1076
df179b66e3444d18ae16783a1c377acb.16,11574297673100573357,"2018-02-20 17:46:16","2018-02-20 17:45:10",716
df179b66e3444d18ae16783a1c377acb.16,11641611575111177468,"2018-02-20 17:46:16","2018-02-20 17:28:55",2089
df179b66e3444d18ae16783a1c377acb.16,2185717787704940620,"2018-02-20 17:46:16","2018-02-20 12:53:45",2259
3e7231af60ba4ba29a675c055406b46b.16,5872249004470631239,"2018-02-20 17:48:12","2018-02-20 17:47:09",2169
3e7231af60ba4ba29a675c055406b46b.16,16833050397756109401,"2018-02-20 17:48:12","2018-02-20 17:02:22",2232
3e7231af60ba4ba29a675c055406b46b.16,5567990211403380636,"2018-02-20 17:48:12","2018-02-20 17:02:20",2807
fa2de6cfbf9848c3a10469df48636f4d.16,386815008840784425,"2018-02-20 17:52:00","2018-02-20 14:54:43",769
0286ca0efb62481780795316aa2f0e43.16,16020039733266910032,"2018-02-20 17:54:11","2018-02-20 17:53:09",3066
49096f45a26e4e53938248cf6c37ad03.16,8063207644481820743,"2018-02-20 17:58:16","2018-02-17 17:46:39",90
49096f45a26e4e53938248cf6c37ad03.16,914047035352996685,"2018-02-20 17:58:16","2018-02-17 15:13:40",640
49096f45a26e4e53938248cf6c37ad03.16,13022726839755767903,"2018-02-20 17:58:16","2018-02-15 22:26:00",2294
49096f45a26e4e53938248cf6c37ad03.16,11342012203537258079,"2018-02-20 17:58:16","2018-02-15 02:55:58",465
49096f45a26e4e53938248cf6c37ad03.16,2763551318610005229,"2018-02-20 17:58:16","2018-02-15 01:04:38",5
49096f45a26e4e53938248cf6c37ad03.16,13213894023299197375,"2018-02-20 17:58:16","2018-02-15 00:22:58",607
0471fd54e26349cbb805a9e7ff4772b8.16,16513138308888929748,"2018-02-20 18:00:41","2018-02-20 16:24:01",2520
0471fd54e26349cbb805a9e7ff4772b8.16,13670139799081426864,"2018-02-20 18:00:41","2018-02-20 15:23:45",2625
0471fd54e26349cbb805a9e7ff4772b8.16,1344257539413908982,"2018-02-20 18:00:41","2018-02-20 12:29:04",1903
0471fd54e26349cbb805a9e7ff4772b8.16,13360246163766340417,"2018-02-20 18:00:41","2018-02-20 12:17:13",2273
0471fd54e26349cbb805a9e7ff4772b8.16,5746876009403085145,"2018-02-20 18:00:41","2018-02-20 10:35:28",1209
0471fd54e26349cbb805a9e7ff4772b8.16,7119565742936918883,"2018-02-20 18:00:41","2018-02-20 10:26:45",1305
b80bbf223db04faa8b0122c45683942c.16,7251916910421012776,"2018-02-20 18:04:03","2018-02-20 17:43:01",2223
b80bbf223db04faa8b0122c45683942c.16,1230334251854809563,"2018-02-20 18:04:03","2018-02-20 15:36:14",1331
b80bbf223db04faa8b0122c45683942c.16,16823493716055664117,"2018-02-20 18:04:03","2018-02-20 13:38:05",1528
b80bbf223db04faa8b0122c45683942c.16,10482764775156692530,"2018-02-20 18:04:03","2018-02-20 13:36:53",2122
b80bbf223db04faa8b0122c45683942c.16,6537631278543138130,"2018-02-20 18:04:03","2018-02-20 09:42:24",1623
8c2b38834cab46829b30c374a653eddc.16,10896377123218219318,"2018-02-20 18:05:13","2018-02-20 15:54:08",1281
8c2b38834cab46829b30c374a653eddc.16,17651519287627564310,"2018-02-20 18:05:13","2018-02-20 15:52:22",1768
8c2b38834cab46829b30c374a653eddc.16,11217703552430095474,"2018-02-20 18:05:13","2018-02-20 15:52:02",1682
8c2b38834cab46829b30c374a653eddc.16,11032165850772957807,"2018-02-20 18:05:13","2018-02-20 13:09:30",1520
8c2b38834cab46829b30c374a653eddc.16,927458319278876890,"2018-02-20 18:05:13","2018-02-20 11:23:52",965
8c2b38834cab46829b30c374a653eddc.16,3001613488011351129,"2018-02-20 18:05:13","2018-02-20 05:06:40",506
b0bc2da4492948e9a63b374841c94882.11,12865514723475335437,"2018-02-20 18:06:21","2018-02-19 23:56:42",1954
b0bc2da4492948e9a63b374841c94882.11,3071858866807713508,"2018-02-20 18:06:21","2018-02-19 22:59:11",1515
b0bc2da4492948e9a63b374841c94882.11,3766937363761453382,"2018-02-20 18:06:21","2018-02-19 22:49:31",1874
b0bc2da4492948e9a63b374841c94882.11,14050542026328107019,"2018-02-20 18:06:21","2018-02-19 22:12:28",701
b0bc2da4492948e9a63b374841c94882.11,6259907333427424969,"2018-02-20 18:06:21","2018-02-19 21:59:22",2491
b0bc2da4492948e9a63b374841c94882.11,11371610543220769693,"2018-02-20 18:06:21","2018-02-19 21:59:01",2495
2c36739bd6be4effb2d28dcf1da246cc.16,1931448828131728147,"2018-02-20 18:10:09","2018-02-20 18:08:41",378
2c36739bd6be4effb2d28dcf1da246cc.16,12521839202275531158,"2018-02-20 18:10:09","2018-02-20 17:47:03",2709
2c36739bd6be4effb2d28dcf1da246cc.16,625978523932724857,"2018-02-20 18:10:09","2018-02-20 16:58:49",1562
2c36739bd6be4effb2d28dcf1da246cc.16,14340174789194133427,"2018-02-20 18:10:09","2018-02-20 16:57:51",2969
2c36739bd6be4effb2d28dcf1da246cc.16,1052712006680307437,"2018-02-20 18:10:09","2018-02-20 16:39:56",2966
cbad102126ca4a88aa7f9aa5bec84cbb.16,13117259083369283816,"2018-02-20 18:11:50","2018-02-20 18:06:52",3026
cbad102126ca4a88aa7f9aa5bec84cbb.16,6482733175591689284,"2018-02-20 18:11:50","2018-02-20 18:04:59",2870
33fc9aa44c844314a85d60df2a1194d8.16,5322522399565497918,"2018-02-20 18:17:07","2018-02-20 09:03:23",1099
e50a42dcb9084addbdcb9a50b2fdad09.16,17832237110090071152,"2018-02-20 18:18:43","2018-02-20 15:08:22",1528
e50a42dcb9084addbdcb9a50b2fdad09.16,9699142379512631689,"2018-02-20 18:18:43","2018-02-20 10:56:31",2531
e50a42dcb9084addbdcb9a50b2fdad09.16,257207466650699414,"2018-02-20 18:18:43","2018-02-20 10:55:43",3502
e50a42dcb9084addbdcb9a50b2fdad09.16,13681782272171725482,"2018-02-20 18:18:43","2018-02-19 21:23:44",2794
e50a42dcb9084addbdcb9a50b2fdad09.16,6404814912463324756,"2018-02-20 18:18:43","2018-02-19 21:23:15",2362
255644e5b50a42eca13c77250436029f.16,5667651170776283576,"2018-02-20 18:22:39","2018-02-20 18:02:07",2696
0fb1453c310f4595a7e79368dc0da069.16,5019365287053012504,"2018-02-20 18:24:44","2018-02-20 14:29:28",1125
0fb1453c310f4595a7e79368dc0da069.16,10476024763934098238,"2018-02-20 18:24:44","2018-02-20 12:33:58",1283
0fb1453c310f4595a7e79368dc0da069.16,11421191512536858267,"2018-02-20 18:24:44","2018-02-20 12:30:15",1767
0fb1453c310f4595a7e79368dc0da069.16,2055401270923906907,"2018-02-20 18:24:44","2018-02-20 11:15:15",999
0fb1453c310f4595a7e79368dc0da069.16,5872118429519768410,"2018-02-20 18:24:44","2018-02-20 11:07:49",1525
0fb1453c310f4595a7e79368dc0da069.16,5669733297781321294,"2018-02-20 18:24:44","2018-02-20 10:39:55",298
2f60c7bc597643e08041dabecc4a16a2.16,5903286715366396304,"2018-02-20 18:26:14","2018-02-20 18:11:40",81
2f60c7bc597643e08041dabecc4a16a2.16,4548934365248791140,"2018-02-20 18:26:14","2018-02-20 18:01:33",3120
2f60c7bc597643e08041dabecc4a16a2.16,15695965788234183504,"2018-02-20 18:26:14","2018-02-20 17:47:38",1287
2f60c7bc597643e08041dabecc4a16a2.16,8307068021281303290,"2018-02-20 18:26:14","2018-02-20 16:42:03",1706
2f60c7bc597643e08041dabecc4a16a2.16,13624785169457492959,"2018-02-20 18:26:14","2018-02-20 16:40:44",2168
2f60c7bc597643e08041dabecc4a16a2.16,10164107892920587770,"2018-02-20 18:26:14","2018-02-20 16:40:37",2144
60e877cc2e2147b4be49f6e12478df3c.16,10009237972980058650,"2018-02-20 18:29:59","2018-02-20 18:28:55",1942
60e877cc2e2147b4be49f6e12478df3c.16,5331199246194407744,"2018-02-20 18:29:59","2018-02-20 18:19:20",1098
