,gym_id,pokemon_uid,last_scanned,deployment_time,cp_decayed
0,1c440df2f085444caa360d06a63e49a0.16,8413441292204912495,2018-02-20 18:51:24,2018-02-20 11:51:23,387
1,49096f45a26e4e53938248cf6c37ad03.16,1994852246315413527,2018-02-20 21:50:18,2018-02-20 21:48:52,1142
2,49096f45a26e4e53938248cf6c37ad03.16,11066001040963714754,2018-02-20 21:50:18,2018-02-20 21:07:16,2337
3,49096f45a26e4e53938248cf6c37ad03.16,439861071813852569,2018-02-20 21:50:18,2018-02-20 19:58:53,138
4,49096f45a26e4e53938248cf6c37ad03.16,2472851967951467661,2018-02-20 21:50:18,2018-02-20 19:35:56,859
5,49096f45a26e4e53938248cf6c37ad03.16,5721812830765859129,2018-02-20 21:50:18,2018-02-20 19:34:56,2630
6,49096f45a26e4e53938248cf6c37ad03.16,13022726839755767903,2018-02-20 21:50:18,2018-02-15 22:26:00,2441
7,0286ca0efb62481780795316aa2f0e43.16,1787952675709776347,2018-02-20 21:52:54,2018-02-20 21:51:24,2284
8,0286ca0efb62481780795316aa2f0e43.16,16020039733266910032,2018-02-20 21:52:54,2018-02-20 17:53:09,2818
9,eef58c8b131e4e0b842611a1850e63dc.16,11387516250996232088,2018-02-20 22:11:50,2018-02-20 10:59:49,2758
10,eef58c8b131e4e0b842611a1850e63dc.16,4170197431365336518,2018-02-20 22:11:50,2018-02-20 10:58:40,3274
11,eef58c8b131e4e0b842611a1850e63dc.16,11348130256476146221,2018-02-20 22:11:50,2018-02-19 22:05:31,27
12,eef58c8b131e4e0b842611a1850e63dc.16,17038082653645994082,2018-02-20 22:11:50,2018-02-19 22:02:11,48
13,eef58c8b131e4e0b842611a1850e63dc.16,16448448306243748707,2018-02-20 22:11:50,2018-02-19 21:27:04,1027
14,eef58c8b131e4e0b842611a1850e63dc.16,254849204195267124,2018-02-20 22:11:50,2018-02-19 21:26:43,3148
15,fa2de6cfbf9848c3a10469df48636f4d.16,1651412966062052387,2018-02-20 22:26:26,2018-02-20 22:25:49,2650
16,fa2de6cfbf9848c3a10469df48636f4d.16,17216980289276341858,2018-02-20 22:26:26,2018-02-20 22:24:45,2389
17,8c2b38834cab46829b30c374a653eddc.16,10896377123218219318,2018-02-20 22:28:16,2018-02-20 15:54:08,1528
18,8c2b38834cab46829b30c374a653eddc.16,17651519287627564310,2018-02-20 22:28:16,2018-02-20 15:52:21,2517
19,8c2b38834cab46829b30c374a653eddc.16,11217703552430095474,2018-02-20 22:28:16,2018-02-20 15:52:01,2399
20,8c2b38834cab46829b30c374a653eddc.16,11032165850772957807,2018-02-20 22:28:16,2018-02-20 13:09:29,3540
21,8c2b38834cab46829b30c374a653eddc.16,927458319278876890,2018-02-20 22:28:16,2018-02-20 11:23:51,3040
22,8c2b38834cab46829b30c374a653eddc.16,3001613488011351129,2018-02-20 22:28:16,2018-02-20 05:06:39,1333
23,adcc7f12b03445a9b3e10a01ca7e4ded.16,248774439774668945,2018-02-20 22:28:49,2018-02-20 22:27:54,2591
24,adcc7f12b03445a9b3e10a01ca7e4ded.16,1261924777283558437,2018-02-20 22:28:49,2018-02-20 22:22:18,3019
25,adcc7f12b03445a9b3e10a01ca7e4ded.16,5207917435714826489,2018-02-20 22:28:49,2018-02-20 22:21:54,2044
26,adcc7f12b03445a9b3e10a01ca7e4ded.16,12204103648371385229,2018-02-20 22:28:49,2018-02-20 22:08:47,3447
27,adcc7f12b03445a9b3e10a01ca7e4ded.16,7993738458445506408,2018-02-20 22:28:49,2018-02-20 22:07:09,3178
28,adcc7f12b03445a9b3e10a01ca7e4ded.16,11858491871175903304,2018-02-20 22:28:49,2018-02-20 21:24:13,1716
29,bdb5cf52a8644857844ac5af7e6e1ffc.16,5333099302931896515,2018-02-20 22:29:45,2018-02-20 10:49:08,1061
30,bdb5cf52a8644857844ac5af7e6e1ffc.16,10555465999621796612,2018-02-20 22:29:45,2018-02-20 10:45:28,96
31,d7c4c6813ad5494d823bba29bc3bae80.16,13053425909915786450,2018-02-20 22:34:14,2018-02-20 19:22:20,2087
32,1082da773a3f4d30b5de4ded03d55422.16,8903258106641012820,2018-02-20 22:40:12,2018-02-20 22:33:31,2343
33,1082da773a3f4d30b5de4ded03d55422.16,16334656649685640701,2018-02-20 22:40:12,2018-02-20 21:52:53,2776
34,0c6793e0753d4a91b4c5b5918d8a743f.11,13042380062847929973,2018-02-20 22:44:17,2018-02-20 22:43:08,2564
35,0c6793e0753d4a91b4c5b5918d8a743f.11,4322377451516293800,2018-02-20 22:44:17,2018-02-20 22:43:08,3122
36,e50a42dcb9084addbdcb9a50b2fdad09.16,17832237110090071152,2018-02-20 22:46:50,2018-02-20 15:08:22,2383
37,e50a42dcb9084addbdcb9a50b2fdad09.16,9699142379512631689,2018-02-20 22:46:50,2018-02-20 10:56:31,2702
38,e50a42dcb9084addbdcb9a50b2fdad09.16,257207466650699414,2018-02-20 22:46:50,2018-02-20 10:55:43,3738
39,e50a42dcb9084addbdcb9a50b2fdad09.16,13681782272171725482,2018-02-20 22:46:50,2018-02-19 21:23:44,2981
40,e50a42dcb9084addbdcb9a50b2fdad09.16,6404814912463324756,2018-02-20 22:46:50,2018-02-19 21:23:15,2964
41,a95b698c72ec494e86b2cb8ebdcbf0c5.16,11902604816119235628,2018-02-20 22:49:29,2018-02-20 22:48:13,2786
42,a95b698c72ec494e86b2cb8ebdcbf0c5.16,13657467194228587787,2018-02-20 22:49:29,2018-02-20 22:47:57,3487
43,a95b698c72ec494e86b2cb8ebdcbf0c5.16,16502959274979727126,2018-02-20 22:49:29,2018-02-20 21:54:57,1925
44,a95b698c72ec494e86b2cb8ebdcbf0c5.16,4685218478493293603,2018-02-20 22:49:29,2018-02-20 21:54:38,2417
45,a95b698c72ec494e86b2cb8ebdcbf0c5.16,15552072108689115838,2018-02-20 22:49:29,2018-02-20 21:54:38,1770
46,a95b698c72ec494e86b2cb8ebdcbf0c5.16,10000445520048078833,2018-02-20 22:49:29,2018-02-20 21:44:57,2762
47,52ac1cf211b24288addcde1a5f60897c.16,125853434836359672,2018-02-20 22:57:19,2018-02-20 22:23:10,2981
48,52ac1cf211b24288addcde1a5f60897c.16,11813535039325770262,2018-02-20 22:57:19,2018-02-20 22:23:07,1270
